Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice
,,,,1926-11-29 12:00,248.75,,,1927-04-22 12:00,67.021,,,1928-01-07 12:00,244.39,,,1928-06-05 12:00,67.678,,,1928-10-30 12:00,248.576,,,1929-04-03 12:00,37.616,,,,,,,1929-06-22 12:00,45.27,,,1929-12-14 12:00,249.328,,,1930-05-06 12:00,67.565,,,1930-10-06 12:00,236.338,,,1931-06-20 12:00,66.977,,,1931-11-14 12:00,248.776,,,1932-04-08 12:00,63.898,,,1932-12-27 12:00,247.948,,,1933-05-21 12:00,68.12,,,1933-10-16 12:00,246.375,,,1934-07-02 12:00,65.059,,,1934-11-29 12:00,249.44,,,1935-04-22 12:00,67.592,,,,,,
,,,,1926-11-30 12:00,250.007,,,1927-04-23 12:00,68.205,,,1928-01-08 12:00,245.577,,,1928-06-06 12:00,68.904,,,1928-10-31 12:00,249.8,,,1929-04-04 12:00,37.408,,,,,,,1929-06-23 12:00,46.175,,,1929-12-15 12:00,250.585,,,1930-05-07 12:00,68.784,,,1930-10-07 12:00,237.055,,,1931-06-21 12:00,68.19,,,1931-11-15 12:00,250.024,,,1932-04-09 12:00,64.939,,,1932-12-28 12:00,249.192,,,1933-05-22 12:00,69.35,,,1933-10-17 12:00,247.523,,,1934-07-03 12:00,66.234,,,1934-11-30 12:00,250.698,,,1935-04-23 12:00,68.773,,,,,,
,,,,1926-12-01 12:00,251.265,,,1927-04-24 12:00,69.388,,,1928-01-09 12:00,246.766,,,1928-06-07 12:00,70.131,,,1928-11-01 12:00,251.024,,,1929-04-05 12:00,37.159,,,,,,,1929-06-24 12:00,47.089,,,1929-12-16 12:00,251.842,,,1930-05-08 12:00,70.003,,,1930-10-08 12:00,237.754,,,1931-06-22 12:00,69.404,,,1931-11-16 12:00,251.273,,,1932-04-10 12:00,65.975,,,1932-12-29 12:00,250.437,,,1933-05-23 12:00,70.579,,,1933-10-18 12:00,248.67,,,1934-07-04 12:00,67.411,,,1934-12-01 12:00,251.955,,,1935-04-24 12:00,69.953,,,,,,
,,,,1926-12-02 12:00,252.522,,,1927-04-25 12:00,70.569,,,1928-01-10 12:00,247.957,,,1928-06-08 12:00,71.358,,,1928-11-02 12:00,252.247,,,1929-04-06 12:00,36.871,,,,,,,1929-06-25 12:00,48.01,,,1929-12-17 12:00,253.099,,,1930-05-09 12:00,71.222,,,1930-10-09 12:00,238.436,,,1931-06-23 12:00,70.617,,,1931-11-17 12:00,252.521,,,1932-04-11 12:00,67.005,,,1932-12-30 12:00,251.682,,,1933-05-24 12:00,71.808,,,1933-10-19 12:00,249.816,,,1934-07-05 12:00,68.588,,,1934-12-02 12:00,253.212,,,1935-04-25 12:00,71.132,,,,,,
,,,,1926-12-03 12:00,253.78,,,1927-04-26 12:00,71.749,,,1928-01-11 12:00,249.148,,,1928-06-09 12:00,72.585,,,1928-11-03 12:00,253.47,,,1929-04-07 12:00,36.543,,,,,,,1929-06-26 12:00,48.94,,,1929-12-18 12:00,254.356,,,1930-05-10 12:00,72.439,,,1930-10-10 12:00,239.1,,,1931-06-24 12:00,71.831,,,1931-11-18 12:00,253.769,,,1932-04-12 12:00,68.03,,,1932-12-31 12:00,252.927,,,1933-05-25 12:00,73.036,,,1933-10-20 12:00,250.959,,,1934-07-06 12:00,69.767,,,1934-12-03 12:00,254.47,,,1935-04-26 12:00,72.309,,,,,,
,,,,1926-12-04 12:00,255.037,,,1927-04-27 12:00,72.928,,,1928-01-12 12:00,250.342,,,1928-06-10 12:00,73.812,,,1928-11-04 12:00,254.693,,,1929-04-08 12:00,36.177,,,,,,,1929-06-27 12:00,49.878,,,1929-12-19 12:00,255.614,,,1930-05-11 12:00,73.656,,,1930-10-11 12:00,239.745,,,1931-06-25 12:00,73.045,,,1931-11-19 12:00,255.017,,,1932-04-13 12:00,69.048,,,1933-01-01 12:00,254.172,,,1933-05-26 12:00,74.265,,,1933-10-21 12:00,252.101,,,1934-07-07 12:00,70.946,,,1934-12-04 12:00,255.727,,,1935-04-27 12:00,73.484,,,,,,
,,,,1926-12-05 12:00,256.295,,,1927-04-28 12:00,74.105,,,1928-01-13 12:00,251.536,,,1928-06-11 12:00,75.039,,,1928-11-05 12:00,255.916,,,1929-04-09 12:00,35.774,,,,,,,1929-06-28 12:00,50.823,,,1929-12-20 12:00,256.871,,,1930-05-12 12:00,74.873,,,1930-10-12 12:00,240.371,,,1931-06-26 12:00,74.26,,,1931-11-20 12:00,256.265,,,1932-04-14 12:00,70.06,,,1933-01-02 12:00,255.417,,,1933-05-27 12:00,75.493,,,1933-10-22 12:00,253.241,,,1934-07-08 12:00,72.127,,,1934-12-05 12:00,256.985,,,1935-04-28 12:00,74.658,,,,,,
,,,,1926-12-06 12:00,257.553,,,1927-04-29 12:00,75.28,,,1928-01-14 12:00,252.733,,,1928-06-12 12:00,76.266,,,1928-11-06 12:00,257.138,,,1929-04-10 12:00,35.336,,,,,,,1929-06-29 12:00,51.775,,,1929-12-21 12:00,258.129,,,1930-05-13 12:00,76.089,,,1930-10-13 12:00,240.976,,,1931-06-27 12:00,75.475,,,1931-11-21 12:00,257.513,,,1932-04-15 12:00,71.066,,,1933-01-03 12:00,256.663,,,1933-05-28 12:00,76.721,,,1933-10-23 12:00,254.378,,,1934-07-09 12:00,73.308,,,1934-12-06 12:00,258.243,,,1935-04-29 12:00,75.83,,,,,,
,,,,1926-12-07 12:00,258.81,,,1927-04-30 12:00,76.455,,,1928-01-15 12:00,253.93,,,1928-06-13 12:00,77.493,,,1928-11-07 12:00,258.36,,,1929-04-11 12:00,34.865,,,,,,,1929-06-30 12:00,52.734,,,1929-12-22 12:00,259.386,,,1930-05-14 12:00,77.304,,,1930-10-14 12:00,241.56,,,1931-06-28 12:00,76.69,,,1931-11-22 12:00,258.76,,,1932-04-16 12:00,72.065,,,1933-01-04 12:00,257.909,,,1933-05-29 12:00,77.949,,,1933-10-24 12:00,255.514,,,1934-07-10 12:00,74.491,,,1934-12-07 12:00,259.5,,,1935-04-30 12:00,77.001,,,,,,
,,,,1926-12-08 12:00,260.068,,,1927-05-01 12:00,77.627,,,1928-01-16 12:00,255.129,,,1928-06-14 12:00,78.721,,,1928-11-08 12:00,259.581,,,1929-04-12 12:00,34.362,,,,,,,1929-07-01 12:00,53.701,,,1929-12-23 12:00,260.644,,,1930-05-15 12:00,78.519,,,1930-10-15 12:00,242.123,,,1931-06-29 12:00,77.906,,,1931-11-23 12:00,260.008,,,1932-04-17 12:00,73.057,,,1933-01-05 12:00,259.155,,,1933-05-30 12:00,79.177,,,1933-10-25 12:00,256.648,,,1934-07-11 12:00,75.674,,,1934-12-08 12:00,260.758,,,1935-05-01 12:00,78.171,,,,,,
,,,,1926-12-09 12:00,261.326,,,1927-05-02 12:00,78.798,,,1928-01-17 12:00,256.328,,,1928-06-15 12:00,79.948,,,1928-11-09 12:00,260.803,,,1929-04-13 12:00,33.832,,,,,,,1929-07-02 12:00,54.673,,,1929-12-24 12:00,261.902,,,1930-05-16 12:00,79.733,,,1930-10-16 12:00,242.662,,,1931-06-30 12:00,79.122,,,1931-11-24 12:00,261.256,,,1932-04-18 12:00,74.042,,,1933-01-06 12:00,260.401,,,1933-05-31 12:00,80.404,,,1933-10-26 12:00,257.779,,,1934-07-12 12:00,76.858,,,1934-12-09 12:00,262.015,,,1935-05-02 12:00,79.338,,,,,,
,,,,1926-12-10 12:00,262.583,,,1927-05-03 12:00,79.968,,,1928-01-18 12:00,257.53,,,1928-06-16 12:00,81.176,,,1928-11-10 12:00,262.024,,,1929-04-14 12:00,33.276,,,,,,,1929-07-03 12:00,55.652,,,1929-12-25 12:00,263.16,,,1930-05-17 12:00,80.947,,,1930-10-17 12:00,243.178,,,1931-07-01 12:00,80.338,,,1931-11-25 12:00,262.503,,,1932-04-19 12:00,75.02,,,1933-01-07 12:00,261.648,,,1933-06-01 12:00,81.631,,,1933-10-27 12:00,258.908,,,1934-07-13 12:00,78.043,,,1934-12-10 12:00,263.273,,,1935-05-03 12:00,80.504,,,,,,
,,,,1926-12-11 12:00,263.841,,,1927-05-04 12:00,81.135,,,1928-01-19 12:00,258.732,,,1928-06-17 12:00,82.404,,,1928-11-11 12:00,263.244,,,1929-04-15 12:00,32.698,,,,,,,1929-07-04 12:00,56.637,,,1929-12-26 12:00,264.417,,,1930-05-18 12:00,82.16,,,1930-10-18 12:00,243.669,,,1931-07-02 12:00,81.555,,,1931-11-26 12:00,263.75,,,1932-04-20 12:00,75.99,,,1933-01-08 12:00,262.894,,,1933-06-02 12:00,82.858,,,1933-10-28 12:00,260.034,,,1934-07-14 12:00,79.229,,,1934-12-11 12:00,264.53,,,1935-05-04 12:00,81.668,,,,,,
,,,,1926-12-12 12:00,265.098,,,1927-05-05 12:00,82.302,,,1928-01-20 12:00,259.935,,,1928-06-18 12:00,83.632,,,1928-11-12 12:00,264.465,,,1929-04-16 12:00,32.102,,,,,,,1929-07-05 12:00,57.629,,,1929-12-27 12:00,265.676,,,1930-05-19 12:00,83.372,,,1930-10-19 12:00,244.135,,,1931-07-03 12:00,82.772,,,1931-11-27 12:00,264.998,,,1932-04-21 12:00,76.952,,,1933-01-09 12:00,264.141,,,1933-06-03 12:00,84.085,,,1933-10-29 12:00,261.158,,,1934-07-15 12:00,80.416,,,1934-12-12 12:00,265.788,,,1935-05-05 12:00,82.831,,,,,,
,,,,1926-12-13 12:00,266.356,,,1927-05-06 12:00,83.466,,,1928-01-21 12:00,261.139,,,1928-06-19 12:00,84.859,,,1928-11-13 12:00,265.685,,,1929-04-17 12:00,31.49,,,,,,,1929-07-06 12:00,58.625,,,1929-12-28 12:00,266.934,,,1930-05-20 12:00,84.584,,,1930-10-20 12:00,244.574,,,1931-07-04 12:00,83.99,,,1931-11-28 12:00,266.245,,,1932-04-22 12:00,77.907,,,1933-01-10 12:00,265.388,,,1933-06-04 12:00,85.312,,,1933-10-30 12:00,262.279,,,1934-07-16 12:00,81.604,,,1934-12-13 12:00,267.045,,,1935-05-06 12:00,83.992,,,,,,
,,,,1926-12-14 12:00,267.613,,,1927-05-07 12:00,84.629,,,1928-01-22 12:00,262.345,,,1928-06-20 12:00,86.088,,,1928-11-14 12:00,266.904,,,1929-04-18 12:00,30.868,,,,,,,1929-07-07 12:00,59.627,,,1929-12-29 12:00,268.192,,,1930-05-21 12:00,85.795,,,1930-10-21 12:00,244.985,,,1931-07-05 12:00,85.208,,,1931-11-29 12:00,267.492,,,1932-04-23 12:00,78.853,,,1933-01-11 12:00,266.635,,,1933-06-05 12:00,86.538,,,1933-10-31 12:00,263.398,,,1934-07-17 12:00,82.792,,,1934-12-14 12:00,268.302,,,1935-05-07 12:00,85.151,,,,,,
,,,,1926-12-15 12:00,268.87,,,1927-05-08 12:00,85.789,,,1928-01-23 12:00,263.551,,,1928-06-21 12:00,87.316,,,1928-11-15 12:00,268.123,,,1929-04-19 12:00,30.238,,,,,,,1929-07-08 12:00,60.635,,,1929-12-30 12:00,269.45,,,1930-05-22 12:00,87.006,,,1930-10-22 12:00,245.368,,,1931-07-06 12:00,86.426,,,1931-11-30 12:00,268.739,,,1932-04-24 12:00,79.791,,,1933-01-12 12:00,267.883,,,1933-06-06 12:00,87.764,,,1933-11-01 12:00,264.514,,,1934-07-18 12:00,83.982,,,1934-12-15 12:00,269.559,,,1935-05-08 12:00,86.308,,,,,,
,,,,1926-12-16 12:00,270.127,,,1927-05-09 12:00,86.948,,,1928-01-24 12:00,264.758,,,1928-06-22 12:00,88.544,,,1928-11-16 12:00,269.342,,,1929-04-20 12:00,29.606,,,,,,,1929-07-09 12:00,61.648,,,1929-12-31 12:00,270.708,,,1930-05-23 12:00,88.216,,,1930-10-23 12:00,245.722,,,1931-07-07 12:00,87.645,,,1931-12-01 12:00,269.986,,,1932-04-25 12:00,80.72,,,1933-01-13 12:00,269.13,,,1933-06-07 12:00,88.99,,,1933-11-02 12:00,265.627,,,1934-07-19 12:00,85.172,,,1934-12-16 12:00,270.816,,,1935-05-09 12:00,87.463,,,,,,
,,,,1926-12-17 12:00,271.384,,,1927-05-10 12:00,88.105,,,1928-01-25 12:00,265.966,,,1928-06-23 12:00,89.772,,,1928-11-17 12:00,270.56,,,1929-04-21 12:00,28.975,,,,,,,1929-07-10 12:00,62.665,,,1930-01-01 12:00,271.966,,,1930-05-24 12:00,89.426,,,1930-10-24 12:00,246.044,,,1931-07-08 12:00,88.864,,,1931-12-02 12:00,271.233,,,1932-04-26 12:00,81.639,,,1933-01-14 12:00,270.378,,,1933-06-08 12:00,90.215,,,1933-11-03 12:00,266.737,,,1934-07-20 12:00,86.363,,,1934-12-17 12:00,272.073,,,1935-05-10 12:00,88.616,,,,,,
,,,,1926-12-18 12:00,272.642,,,1927-05-11 12:00,89.26,,,1928-01-26 12:00,267.174,,,1928-06-24 12:00,91.0,,,1928-11-18 12:00,271.777,,,1929-04-22 12:00,28.351,,,,,,,1929-07-11 12:00,63.687,,,1930-01-02 12:00,273.224,,,1930-05-25 12:00,90.634,,,1930-10-25 12:00,246.335,,,1931-07-09 12:00,90.084,,,1931-12-03 12:00,272.48,,,1932-04-27 12:00,82.55,,,1933-01-15 12:00,271.626,,,1933-06-09 12:00,91.441,,,1933-11-04 12:00,267.844,,,1934-07-21 12:00,87.555,,,1934-12-18 12:00,273.33,,,1935-05-11 12:00,89.767,,,,,,
,,,,1926-12-19 12:00,273.899,,,1927-05-12 12:00,90.413,,,1928-01-27 12:00,268.384,,,1928-06-25 12:00,92.228,,,1928-11-19 12:00,272.994,,,1929-04-23 12:00,27.736,,,,,,,1929-07-12 12:00,64.715,,,1930-01-03 12:00,274.482,,,1930-05-26 12:00,91.843,,,1930-10-26 12:00,246.592,,,1931-07-10 12:00,91.304,,,1931-12-04 12:00,273.727,,,1932-04-28 12:00,83.451,,,1933-01-16 12:00,272.874,,,1933-06-10 12:00,92.666,,,1933-11-05 12:00,268.948,,,1934-07-22 12:00,88.748,,,1934-12-19 12:00,274.587,,,1935-05-12 12:00,90.916,,,,,,
,,,,1926-12-20 12:00,275.156,,,1927-05-13 12:00,91.564,,,1928-01-28 12:00,269.594,,,1928-06-26 12:00,93.457,,,1928-11-20 12:00,274.211,,,1929-04-24 12:00,27.135,,,,,,,1929-07-13 12:00,65.746,,,1930-01-04 12:00,275.74,,,1930-05-27 12:00,93.051,,,1930-10-27 12:00,246.815,,,1931-07-11 12:00,92.524,,,1931-12-05 12:00,274.973,,,1932-04-29 12:00,84.342,,,1933-01-17 12:00,274.122,,,1933-06-11 12:00,93.891,,,1933-11-06 12:00,270.049,,,1934-07-23 12:00,89.942,,,1934-12-20 12:00,275.844,,,1935-05-13 12:00,92.062,,,,,,
,,,,1926-12-21 12:00,276.413,,,1927-05-14 12:00,92.713,,,1928-01-29 12:00,270.805,,,1928-06-27 12:00,94.685,,,1928-11-21 12:00,275.427,,,1929-04-25 12:00,26.552,,,,,,,1929-07-14 12:00,66.782,,,1930-01-05 12:00,276.998,,,1930-05-28 12:00,94.258,,,1930-10-28 12:00,247.003,,,1931-07-12 12:00,93.745,,,1931-12-06 12:00,276.22,,,1932-04-30 12:00,85.223,,,1933-01-18 12:00,275.371,,,1933-06-12 12:00,95.116,,,1933-11-07 12:00,271.147,,,1934-07-24 12:00,91.137,,,1934-12-21 12:00,277.101,,,1935-05-14 12:00,93.207,,,,,,
,,,,1926-12-22 12:00,277.669,,,1927-05-15 12:00,93.86,,,1928-01-30 12:00,272.016,,,1928-06-28 12:00,95.914,,,1928-11-22 12:00,276.642,,,1929-04-26 12:00,25.991,,,,,,,1929-07-15 12:00,67.823,,,1930-01-06 12:00,278.255,,,1930-05-29 12:00,95.464,,,1930-10-29 12:00,247.155,,,1931-07-13 12:00,94.967,,,1931-12-07 12:00,277.466,,,1932-05-01 12:00,86.093,,,1933-01-19 12:00,276.619,,,1933-06-13 12:00,96.341,,,1933-11-08 12:00,272.242,,,1934-07-25 12:00,92.332,,,1934-12-22 12:00,278.358,,,1935-05-15 12:00,94.349,,,,,,
,,,,1926-12-23 12:00,278.926,,,1927-05-16 12:00,95.004,,,1928-01-31 12:00,273.229,,,1928-06-29 12:00,97.142,,,1928-11-23 12:00,277.856,,,1929-04-27 12:00,25.454,,,,,,,1929-07-16 12:00,68.868,,,1930-01-07 12:00,279.513,,,1930-05-30 12:00,96.67,,,1930-10-30 12:00,247.27,,,1931-07-14 12:00,96.189,,,1931-12-08 12:00,278.713,,,1932-05-02 12:00,86.952,,,1933-01-20 12:00,277.868,,,1933-06-14 12:00,97.565,,,1933-11-09 12:00,273.333,,,1934-07-26 12:00,93.529,,,1934-12-23 12:00,279.614,,,1935-05-16 12:00,95.489,,,,,,
,,,,1926-12-24 12:00,280.183,,,1927-05-17 12:00,96.147,,,1928-02-01 12:00,274.442,,,1928-06-30 12:00,98.371,,,1928-11-24 12:00,279.07,,,1929-04-28 12:00,24.945,,,,,,,1929-07-17 12:00,69.917,,,1930-01-08 12:00,280.771,,,1930-05-31 12:00,97.875,,,1930-10-31 12:00,247.346,,,1931-07-15 12:00,97.411,,,1931-12-09 12:00,279.959,,,1932-05-03 12:00,87.799,,,1933-01-21 12:00,279.117,,,1933-06-15 12:00,98.79,,,1933-11-10 12:00,274.42,,,1934-07-27 12:00,94.726,,,1934-12-24 12:00,280.871,,,1935-05-17 12:00,96.627,,,,,,
,,,,1926-12-25 12:00,281.44,,,1927-05-18 12:00,97.287,,,1928-02-02 12:00,275.655,,,1928-07-01 12:00,99.6,,,1928-11-25 12:00,280.283,,,1929-04-29 12:00,24.466,,,,,,,1929-07-18 12:00,70.97,,,1930-01-09 12:00,282.028,,,1930-06-01 12:00,99.079,,,1930-11-01 12:00,247.384,,,1931-07-16 12:00,98.633,,,1931-12-10 12:00,281.205,,,1932-05-04 12:00,88.635,,,1933-01-22 12:00,280.366,,,1933-06-16 12:00,100.014,,,1933-11-11 12:00,275.504,,,1934-07-28 12:00,95.924,,,1934-12-25 12:00,282.127,,,1935-05-18 12:00,97.763,,,,,,
,,,,1926-12-26 12:00,282.697,,,1927-05-19 12:00,98.425,,,1928-02-03 12:00,276.87,,,1928-07-02 12:00,100.829,,,1928-11-26 12:00,281.496,,,1929-04-30 12:00,24.021,,,,,,,1929-07-19 12:00,72.027,,,1930-01-10 12:00,283.286,,,1930-06-02 12:00,100.283,,,1930-11-02 12:00,247.382,,,1931-07-17 12:00,99.856,,,1931-12-11 12:00,282.451,,,1932-05-05 12:00,89.459,,,1933-01-23 12:00,281.615,,,1933-06-17 12:00,101.238,,,1933-11-12 12:00,276.584,,,1934-07-29 12:00,97.123,,,1934-12-26 12:00,283.384,,,1935-05-19 12:00,98.896,,,,,,
,,,,1926-12-27 12:00,283.953,,,1927-05-20 12:00,99.561,,,1928-02-04 12:00,278.085,,,1928-07-03 12:00,102.058,,,1928-11-27 12:00,282.707,,,1929-05-01 12:00,23.61,,,,,,,1929-07-20 12:00,73.088,,,1930-01-11 12:00,284.543,,,1930-06-03 12:00,101.486,,,1930-11-03 12:00,247.339,,,1931-07-18 12:00,101.08,,,1931-12-12 12:00,283.697,,,1932-05-06 12:00,90.269,,,1933-01-24 12:00,282.864,,,1933-06-18 12:00,102.462,,,1933-11-13 12:00,277.66,,,1934-07-30 12:00,98.324,,,1934-12-27 12:00,284.64,,,1935-05-20 12:00,100.026,,,,,,
,,,,1926-12-28 12:00,285.21,,,1927-05-21 12:00,100.694,,,1928-02-05 12:00,279.3,,,1928-07-04 12:00,103.287,,,1928-11-28 12:00,283.918,,,1929-05-02 12:00,23.236,,,,,,,1929-07-21 12:00,74.153,,,1930-01-12 12:00,285.801,,,1930-06-04 12:00,102.688,,,1930-11-04 12:00,247.257,,,1931-07-19 12:00,102.303,,,1931-12-13 12:00,284.943,,,1932-05-07 12:00,91.067,,,1933-01-25 12:00,284.113,,,1933-06-19 12:00,103.686,,,1933-11-14 12:00,278.732,,,1934-07-31 12:00,99.525,,,1934-12-28 12:00,285.897,,,1935-05-21 12:00,101.155,,,,,,
,,,,1926-12-29 12:00,286.467,,,1927-05-22 12:00,101.825,,,1928-02-06 12:00,280.516,,,1928-07-05 12:00,104.516,,,1928-11-29 12:00,285.129,,,1929-05-03 12:00,22.899,,,,,,,1929-07-22 12:00,75.222,,,1930-01-13 12:00,287.058,,,1930-06-05 12:00,103.889,,,1930-11-05 12:00,247.133,,,1931-07-20 12:00,103.527,,,1931-12-14 12:00,286.188,,,1932-05-08 12:00,91.85,,,1933-01-26 12:00,285.362,,,1933-06-20 12:00,104.91,,,1933-11-15 12:00,279.799,,,1934-08-01 12:00,100.727,,,1934-12-29 12:00,287.153,,,1935-05-22 12:00,102.28,,,,,,
,,,,1926-12-30 12:00,287.723,,,1927-05-23 12:00,102.954,,,1928-02-07 12:00,281.733,,,1928-07-06 12:00,105.746,,,1928-11-30 12:00,286.338,,,1929-05-04 12:00,22.602,,,,,,,1929-07-23 12:00,76.294,,,1930-01-14 12:00,288.315,,,1930-06-06 12:00,105.09,,,1930-11-06 12:00,246.968,,,1931-07-21 12:00,104.752,,,1931-12-15 12:00,287.433,,,1932-05-09 12:00,92.62,,,1933-01-27 12:00,286.611,,,1933-06-21 12:00,106.134,,,1933-11-16 12:00,280.863,,,1934-08-02 12:00,101.929,,,1934-12-30 12:00,288.409,,,1935-05-23 12:00,103.404,,,,,,
,,,,1926-12-31 12:00,288.98,,,1927-05-24 12:00,104.08,,,1928-02-08 12:00,282.951,,,1928-07-07 12:00,106.975,,,1928-12-01 12:00,287.547,,,1929-05-05 12:00,22.345,,,,,,,1929-07-24 12:00,77.37,,,1930-01-15 12:00,289.572,,,1930-06-07 12:00,106.289,,,1930-11-07 12:00,246.763,,,1931-07-22 12:00,105.976,,,1931-12-16 12:00,288.678,,,1932-05-10 12:00,93.374,,,1933-01-28 12:00,287.861,,,1933-06-22 12:00,107.357,,,1933-11-17 12:00,281.922,,,1934-08-03 12:00,103.133,,,1934-12-31 12:00,289.666,,,1935-05-24 12:00,104.524,,,,,,
,,,,1927-01-01 12:00,290.236,,,1927-05-25 12:00,105.204,,,1928-02-09 12:00,284.169,,,1928-07-08 12:00,108.205,,,1928-12-02 12:00,288.755,,,1929-05-06 12:00,22.128,,,,,,,1929-07-25 12:00,78.449,,,1930-01-16 12:00,290.829,,,1930-06-08 12:00,107.488,,,1930-11-08 12:00,246.517,,,1931-07-23 12:00,107.202,,,1931-12-17 12:00,289.923,,,1932-05-11 12:00,94.113,,,1933-01-29 12:00,289.11,,,1933-06-23 12:00,108.58,,,1933-11-18 12:00,282.976,,,1934-08-04 12:00,104.338,,,1935-01-01 12:00,290.922,,,1935-05-25 12:00,105.642,,,,,,
,,,,1927-01-02 12:00,291.493,,,1927-05-26 12:00,106.325,,,1928-02-10 12:00,285.387,,,1928-07-09 12:00,109.435,,,1928-12-03 12:00,289.962,,,,,,,,,,,1929-07-26 12:00,79.532,,,1930-01-17 12:00,292.086,,,1930-06-09 12:00,108.686,,,1930-11-09 12:00,246.232,,,1931-07-24 12:00,108.427,,,1931-12-18 12:00,291.167,,,1932-05-12 12:00,94.836,,,1933-01-30 12:00,290.359,,,1933-06-24 12:00,109.803,,,1933-11-19 12:00,284.026,,,1934-08-05 12:00,105.543,,,1935-01-02 12:00,292.178,,,1935-05-26 12:00,106.757,,,,,,
,,,,1927-01-03 12:00,292.749,,,1927-05-27 12:00,107.444,,,1928-02-11 12:00,286.606,,,1928-07-10 12:00,110.665,,,1928-12-04 12:00,291.168,,,,,,,,,,,1929-07-27 12:00,80.618,,,1930-01-18 12:00,293.343,,,1930-06-10 12:00,109.884,,,1930-11-10 12:00,245.908,,,1931-07-25 12:00,109.653,,,1931-12-19 12:00,292.411,,,1932-05-13 12:00,95.542,,,1933-01-31 12:00,291.608,,,1933-06-25 12:00,111.026,,,1933-11-20 12:00,285.07,,,1934-08-06 12:00,106.75,,,1935-01-03 12:00,293.434,,,1935-05-27 12:00,107.87,,,,,,
,,,,1927-01-04 12:00,294.005,,,1927-05-28 12:00,108.56,,,1928-02-12 12:00,287.826,,,1928-07-11 12:00,111.895,,,1928-12-05 12:00,292.373,,,,,,,,,,,1929-07-28 12:00,81.708,,,1930-01-19 12:00,294.6,,,1930-06-11 12:00,111.08,,,1930-11-11 12:00,245.547,,,1931-07-26 12:00,110.879,,,1931-12-20 12:00,293.655,,,1932-05-14 12:00,96.231,,,1933-02-01 12:00,292.857,,,1933-06-26 12:00,112.249,,,1933-11-21 12:00,286.11,,,1934-08-07 12:00,107.957,,,1935-01-04 12:00,294.69,,,1935-05-28 12:00,108.98,,,,,,
,,,,1927-01-05 12:00,295.262,,,1927-05-29 12:00,109.674,,,1928-02-13 12:00,289.046,,,1928-07-12 12:00,113.126,,,1928-12-06 12:00,293.578,,,,,,,,,,,1929-07-29 12:00,82.801,,,1930-01-20 12:00,295.857,,,1930-06-12 12:00,112.276,,,1930-11-12 12:00,245.15,,,1931-07-27 12:00,112.106,,,1931-12-21 12:00,294.899,,,1932-05-15 12:00,96.901,,,1933-02-02 12:00,294.106,,,1933-06-27 12:00,113.471,,,1933-11-22 12:00,287.143,,,1934-08-08 12:00,109.165,,,1935-01-05 12:00,295.946,,,1935-05-29 12:00,110.087,,,,,,
,,,,1927-01-06 12:00,296.517,,,1927-05-30 12:00,110.785,,,1928-02-14 12:00,290.267,,,1928-07-13 12:00,114.356,,,1928-12-07 12:00,294.782,,,,,,,,,,,1929-07-30 12:00,83.896,,,1930-01-21 12:00,297.114,,,1930-06-13 12:00,113.471,,,1930-11-13 12:00,244.719,,,1931-07-28 12:00,113.333,,,1931-12-22 12:00,296.142,,,1932-05-16 12:00,97.553,,,1933-02-03 12:00,295.355,,,1933-06-28 12:00,114.693,,,1933-11-23 12:00,288.171,,,1934-08-09 12:00,110.374,,,1935-01-06 12:00,297.202,,,1935-05-30 12:00,111.191,,,,,,
,,,,1927-01-07 12:00,297.773,,,1927-05-31 12:00,111.892,,,1928-02-15 12:00,291.488,,,1928-07-14 12:00,115.587,,,1928-12-08 12:00,295.984,,,,,,,,,,,1929-07-31 12:00,84.995,,,1930-01-22 12:00,298.37,,,1930-06-14 12:00,114.664,,,1930-11-14 12:00,244.256,,,1931-07-29 12:00,114.561,,,1931-12-23 12:00,297.385,,,1932-05-17 12:00,98.185,,,1933-02-04 12:00,296.604,,,1933-06-29 12:00,115.915,,,1933-11-24 12:00,289.193,,,1934-08-10 12:00,111.584,,,1935-01-07 12:00,298.457,,,1935-05-31 12:00,112.292,,,,,,
